@context,@type,entry_id,term,iast,category,frequency_target,nakshatra_alignment,nakshatra_planet,nakshatra_goddess,guna,healing_focus,suggested_raga,mantra_seed,meaning,resonance_quality,timestamp
https://schema.org,CreativeWork,SAN-0059,Mahatva,mahatva,Vira,116.5,['Mrigashira'],Mars,Soma,Rajas,Vijaya (victory),Bhoop,Oṁ mahatvaya namaḥ,"heroism, courage, valor · active, passionate, dynamic · sacred vibration",Medium Frequency,2026-05-11T11:12:43.983081
https://schema.org,CreativeWork,SAN-0060,Atmamaya,atmamaya,Bhayanaka,117.7,['Ardra'],Rahu,Rudra,Tamas,Śuddhi (purification),Hamsadhwani,Oṁ atmamayaya namaḥ,"fear, terror, awe · stable, inert, grounded · sacred vibration",High Frequency,2026-05-11T11:12:43.983093
https://schema.org,CreativeWork,SAN-0061,Anandasthiti,anandasthiti,Bibhatsa,119.7,['Punarvasu'],Jupiter,Aditi,Sattva,Navīkaraṇa (renewal),Brindavani Sarang,Oṁ anandasthitiye namaḥ,"aversion, disgust, repulsion · pure, harmonious, balanced · sacred vibration",Medium Frequency,2026-05-11T11:12:43.983105
https://schema.org,CreativeWork,SAN-0062,Svapada,svapada,Adbhuta,122.5,['Pushya'],Saturn,Brihaspati,Rajas,Kauśala (creativity),Kafi,Oṁ svapadaya namaḥ,"wonder, amazement, curiosity · active, passionate, dynamic · sacred vibration",Deep Frequency,2026-05-11T11:12:43.983117
https://schema.org,CreativeWork,SAN-0063,Parakara,parakara,Shanta,123.9,['Ashlesha'],Mercury,Sarpas,Tamas,Pauṣṭi (nourishment),Bhairav,Oṁ parakaraya namaḥ,"peace, tranquility, stillness · stable, inert, grounded · sacred vibration",Medium Frequency,2026-05-11T11:12:43.983130
https://schema.org,CreativeWork,SAN-0064,Chitsthiti,chitsthiti,Shringara,125.7,['Magha'],Ketu,Pitrs,Sattva,Pauṣṭi (nourishment),Yaman,Oṁ chitsthitiye namaḥ,"love, beauty, devotion · pure, harmonious, balanced · sacred vibration",Medium Frequency,2026-05-11T11:12:43.983142
https://schema.org,CreativeWork,SAN-0065,Adinanda,adinanda,Hasya,128.5,['Purva Phalguni'],Venus,Bhaga,Rajas,Śuddhi (purification),Yaman,Oṁ adinandaya namaḥ,"laughter, joy, mirth · active, passionate, dynamic · sacred vibration",High Frequency,2026-05-11T11:12:43.983153
https://schema.org,CreativeWork,SAN-0066,Adimaya,adimaya,Karuna,130.4,['Uttara Phalguni'],Sun,Aryaman,Tamas,Maitrī (friendship),Darbari,Oṁ adimayaya namaḥ,"compassion, mercy, empathy · stable, inert, grounded · sacred vibration",Medium Frequency,2026-05-11T11:12:43.983167
https://schema.org,CreativeWork,SAN-0067,Atmalaya,atmalaya,Raudra,131.7,['Hasta'],Moon,Savitr,Sattva,Śilpa (art),Darbari,Oṁ atmalayaya namaḥ,"fury, anger, intensity · pure, harmonious, balanced · sacred vibration",Deep Frequency,2026-05-11T11:12:43.983180
https://schema.org,CreativeWork,SAN-0068,Aditva,aditva,Vira,133.5,['Chitra'],Mars,Vishwakarma,Rajas,Dhana (wealth),Ahir Bhairav,Oṁ aditvaya namaḥ,"heroism, courage, valor · active, passionate, dynamic · sacred vibration",High Frequency,2026-05-11T11:12:43.983192
https://schema.org,CreativeWork,SAN-0069,Parananda,parananda,Bhayanaka,135.9,['Swati'],Rahu,Vayu,Tamas,Saṃvedana (intuition),Hamsadhwani,Oṁ paranandaya namaḥ,"fear, terror, awe · stable, inert, grounded · sacred vibration",Medium Frequency,2026-05-11T11:12:43.983208
https://schema.org,CreativeWork,SAN-0070,Vedarupa,vedarupa,Bibhatsa,138.4,['Vishakha'],Jupiter,Indra-Agni,Sattva,Saṃkṣobha (transformation),Puriya Dhanashree,Oṁ vedarupaya namaḥ,"aversion, disgust, repulsion · pure, harmonious, balanced · sacred vibration",High Frequency,2026-05-11T11:12:43.983222
https://schema.org,CreativeWork,SAN-0071,Chitlaya,chitlaya,Adbhuta,140.1,['Anuradha'],Saturn,Mitra,Rajas,Navīkaraṇa (renewal),Yaman,Oṁ chitlayaya namaḥ,"wonder, amazement, curiosity · active, passionate, dynamic · sacred vibration",High Frequency,2026-05-11T11:12:43.983234
https://schema.org,CreativeWork,SAN-0072,Atmatva,atmatva,Shanta,141.9,['Jyeshtha'],Mercury,Indra,Tamas,Saṃvedana (intuition),Shankara,Oṁ atmatvaya namaḥ,"peace, tranquility, stillness · stable, inert, grounded · sacred vibration",Deep Frequency,2026-05-11T11:12:43.983247
https://schema.org,CreativeWork,SAN-0073,Mahasthiti,mahasthiti,Shringara,143.8,['Mula'],Ketu,Nirriti,Sattva,Śilpa (art),Todi,Oṁ mahasthitiye namaḥ,"love, beauty, devotion · pure, harmonious, balanced · sacred vibration",High Frequency,2026-05-11T11:12:43.983259
https://schema.org,CreativeWork,SAN-0074,Anandapada,anandapada,Hasya,145.8,['Purva Ashadha'],Venus,Apas,Rajas,Saṃkṣobha (transformation),Brindavani Sarang,Oṁ anandapadaya namaḥ,"laughter, joy, mirth · active, passionate, dynamic · sacred vibration",Medium Frequency,2026-05-11T11:12:43.983271
https://schema.org,CreativeWork,SAN-0075,Brahmagata,brahmagata,Karuna,148.4,['Uttara Ashadha'],Sun,Vishvedevas,Tamas,Mūla śodhana (root),Kafi,Oṁ brahmagataya namaḥ,"compassion, mercy, empathy · stable, inert, grounded · sacred vibration",Medium Frequency,2026-05-11T11:12:43.983283
https://schema.org,CreativeWork,SAN-0076,Atmamaya,atmamaya,Raudra,149.6,['Shravana'],Moon,Vishnu,Sattva,Kauśala (creativity),Bhoop,Oṁ atmamayaya namaḥ,"fury, anger, intensity · pure, harmonious, balanced · sacred vibration",High Frequency,2026-05-11T11:12:43.983295
https://schema.org,CreativeWork,SAN-0077,Vedarupa,vedarupa,Vira,152.3,['Dhanishtha'],Mars,Vasus,Rajas,Parivartana (transformation),Bhoop,Oṁ vedarupaya namaḥ,"heroism, courage, valor · active, passionate, dynamic · sacred vibration",Deep Frequency,2026-05-11T11:12:43.983307
https://schema.org,CreativeWork,SAN-0078,Aditva,aditva,Bhayanaka,153.7,['Shatabhisha'],Rahu,Varuna,Tamas,Śilpa (art),Hamsadhwani,Oṁ aditvaya namaḥ,"fear, terror, awe · stable, inert, grounded · sacred vibration",Medium Frequency,2026-05-11T11:12:43.983321
https://schema.org,CreativeWork,SAN-0079,Anandagata,anandagata,Bibhatsa,155.7,['Purva Bhadrapada'],Jupiter,Aja Ekapada,Sattva,Parivartana (transformation),Puriya Dhanashree,Oṁ anandagataya namaḥ,"aversion, disgust, repulsion · pure, harmonious, balanced · sacred vibration",High Frequency,2026-05-11T11:12:43.983336
https://schema.org,CreativeWork,SAN-0080,Anandagata,anandagata,Adbhuta,157.9,['Uttara Bhadrapada'],Saturn,Ahirbudhnya,Rajas,Kauśala (creativity),Ahir Bhairav,Oṁ anandagataya namaḥ,"wonder, amazement, curiosity · active, passionate, dynamic · sacred vibration",Medium Frequency,2026-05-11T11:12:43.983349
https://schema.org,CreativeWork,SAN-0081,Brahmamaya,brahmamaya,Shanta,160.2,['Revati'],Mercury,Pushan,Tamas,Maitrī (friendship),Bhairav,Oṁ brahmamayaya namaḥ,"peace, tranquility, stillness · stable, inert, grounded · sacred vibration",High Frequency,2026-05-11T11:12:43.983363
https://schema.org,CreativeWork,SAN-0082,Paragata,paragata,Shringara,108.1,['Ashwini'],Ketu,Ashwini Kumaras,Sattva,Maitrī (friendship),Bhimpalasi,Oṁ paragataya namaḥ,"love, beauty, devotion · pure, harmonious, balanced · sacred vibration",High Frequency,2026-05-11T11:12:43.983375
https://schema.org,CreativeWork,SAN-0083,Vedapada,vedapada,Hasya,109.8,['Bharani'],Venus,Yama,Rajas,Maitrī (friendship),Brindavani Sarang,Oṁ vedapadaya namaḥ,"laughter, joy, mirth · active, passionate, dynamic · sacred vibration",Medium Frequency,2026-05-11T11:12:43.983387
https://schema.org,CreativeWork,SAN-0084,Atmananda,atmananda,Karuna,111.9,['Krittika'],Sun,Agni,Tamas,Navīkaraṇa (renewal),Bhairav,Oṁ atmanandaya namaḥ,"compassion, mercy, empathy · stable, inert, grounded · sacred vibration",Deep Frequency,2026-05-11T11:12:43.983399
https://schema.org,CreativeWork,SAN-0085,Anandasthiti,anandasthiti,Raudra,113.9,['Rohini'],Moon,Prajapati,Sattva,Ārogya (healing),Bhairav,Oṁ anandasthitiye namaḥ,"fury, anger, intensity · pure, harmonious, balanced · sacred vibration",High Frequency,2026-05-11T11:12:43.983411
https://schema.org,CreativeWork,SAN-0086,Brahmapada,brahmapada,Vira,115.7,['Mrigashira'],Mars,Soma,Rajas,Śuddhi (purification),Kafi,Oṁ brahmapadaya namaḥ,"heroism, courage, valor · active, passionate, dynamic · sacred vibration",High Frequency,2026-05-11T11:12:43.983423
https://schema.org,CreativeWork,SAN-0087,Mahananda,mahananda,Bhayanaka,117.8,['Ardra'],Rahu,Rudra,Tamas,Vaivāhika (marriage),Kafi,Oṁ mahanandaya namaḥ,"fear, terror, awe · stable, inert, grounded · sacred vibration",Medium Frequency,2026-05-11T11:12:43.983435
https://schema.org,CreativeWork,SAN-0088,Vedakara,vedakara,Bibhatsa,120.2,['Punarvasu'],Jupiter,Aditi,Sattva,Navīkaraṇa (renewal),Bhoop,Oṁ vedakaraya namaḥ,"aversion, disgust, repulsion · pure, harmonious, balanced · sacred vibration",High Frequency,2026-05-11T11:12:43.983447
https://schema.org,CreativeWork,SAN-0089,Paratva,paratva,Adbhuta,121.9,['Pushya'],Saturn,Brihaspati,Rajas,Śuddhi (purification),Shankara,Oṁ paratvaya namaḥ,"wonder, amazement, curiosity · active, passionate, dynamic · sacred vibration",High Frequency,2026-05-11T11:12:43.983461
